mileage,dealer,location,price,make,website
"610,075 mi",Penske Used Trucks,"Albuquerque, NM","$81,750",2019 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42184671
"490,709 mi",Penske Used Trucks,"Tampa, FL","$45,000",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42172194
"158,718 mi",Penske Used Trucks,"Kennesaw, GA","$74,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184533
"731,919 mi",Ryder Systems Inc,"Sharonville, OH","$37,995",2019 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2019/ee-listing-42159284
"689,007 mi",Ryder Systems Inc,"Pittsburgh, PA","$42,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42177542
"798,176 mi",Don Baskin Truck Sales LLC,"Covington, TN","$22,000",2013 MACK PINNACLE CXU612,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclecxu612-2013/ee-listing-42150312
"459,249 mi",Ryder Systems Inc,"Hilliard, OH","$47,695",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42181719
"415,853 mi",Ryder Systems Inc,"West Sacramento, CA","$62,295",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171532
null,Trevs Trucks,"Kansas City, MO",Call For Price,2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42158734
"223,420 mi",Ryder Systems Inc,"Bensalem, PA","$56,861",2017 Navistar International 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2017/ee-listing-42125245
"592,996 mi",Ryder Systems Inc,"Fort Worth, TX","$48,495",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42181582
"252,463 mi",Don Baskin Truck Sales LLC,"Covington, TN","$65,000",2011 MACK GRANITE GU713,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/granitegu713-2011/ee-listing-42149891
"750,078 mi",Ryder Systems Inc,"Springfield, MA","$35,495",2018 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42183388
"291,929 mi",Don Baskin Truck Sales LLC,"Covington, TN","$6,000",1986 INTERNATIONAL S1900,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/s1900-1986/ee-listing-42150907
"554,400 mi",Penske Used Trucks,"Avon Lake, OH","$55,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42170674
"613,450 mi",Penske Used Trucks,"Harrisburg, PA","$43,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179882
"180,076 mi",Ryder Systems Inc,"Bolingbrook, IL","$68,690",2019 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42122837
"232,462 mi",Ryder Systems Inc,"Salisbury, MA","$53,478",2015 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42121064
"355,068 mi",Penske Used Trucks,"Tampa, FL","$54,250",2017 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42182229
"548,443 mi",Ryder Systems Inc,"Bolingbrook, IL","$68,995",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42159230
"607,169 mi",Ryder Systems Inc,"Commerce City, CO","$52,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171405
"443,340 mi",Ryder Systems Inc,"Sharonville, OH","$48,095",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42170088
null,Palmer Trucks,"Fort Wayne, IN","$69,900",2018 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42135226
"517,251 mi",Penske Used Trucks,"Conyers, GA","$45,750",2016 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2016/ee-listing-42174729
null,McMahon Truck Centers,"London, OH",Call For Price,2023 Peterbilt 567,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/567-2023/ee-listing-42019343
"615,432 mi",Ryder Systems Inc,"Hilliard, OH","$48,495",2017 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42183489
"746,036 mi",Ryder Systems Inc,"Atlanta, GA","$36,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171370
"861,958 mi",Don Baskin Truck Sales LLC,"Covington, TN","$20,000",2012 VOLVO VNL64T430,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t430-2012/ee-listing-42154614
"361,432 mi",Ryder Systems Inc,"Indianapolis, IN","$40,495",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42177553
"431,626 mi","Quad-City Peterbilt, Inc","Davenport, IA","$94,900",2020 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2020/ee-listing-42154125
"249,098 mi",Don Baskin Truck Sales LLC,"Covington, TN","$32,000",2009 INTERNATIONAL DURASTAR 4400,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/durastar4400-2009/ee-listing-42150380
"590,643 mi",Ryder Systems Inc,"Bolingbrook, IL","$72,495",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42153475
"300,341 mi",Ryder Systems Inc,"Kearny, NJ","$20,495",2013 Freightliner CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2013/ee-listing-42185325
"517,522 mi",Penske Used Trucks,"East Chicago, IN","$71,000",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172759
"527,779 mi",Penske Used Trucks,"Ashland, VA","$47,000",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42172738
"167,107 mi",Penske Used Trucks,"Geneva, NY","$59,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42175298
"573,067 mi",Ryder Systems Inc,"Knoxville, TN","$76,285",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42139466
"171,658 mi",Don Baskin Truck Sales LLC,"Covington, TN","$20,000",2007 VOLVO VHD64B200,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vhd64b200-2007/ee-listing-42150721
"265,215 mi",Ryder Systems Inc,"Indianapolis, IN","$37,395",2013 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2013/ee-listing-42169755
"290,051 mi",Ryder Systems Inc,"Bensalem, PA","$32,208",2015 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42126478
null,Don Baskin Truck Sales LLC,"Covington, TN","$20,000",2012 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2012/ee-listing-42150509
"895,797 mi",Trevs Trucks,"Kansas City, MO","$34,950",2015 PETERBILT 587,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/587-2015/ee-listing-42183803
"87,945 mi",Penske Used Trucks,"Olive Branch, MS","$215,000",2021 FREIGHTLINER 114SD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/114sd-2021/ee-listing-42169538
"305,127 mi",Penske Used Trucks,"Conyers, GA","$33,500",2018 FREIGHTLINER M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2018/ee-listing-42178290
"275,257 mi",Penske Used Trucks,"Houston, TX","$44,500",2017 FREIGHTLINER M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2017/ee-listing-42178085
"430,290 mi",Penske Used Trucks,"Saginaw, MI","$47,500",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172237
"603,932 mi",Penske Used Trucks,"Piqua, OH","$64,750",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42179978
null,Palmer Trucks,"Indianapolis, IN","$69,900",2018 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42135230
"595,605 mi",Penske Used Trucks,"Decatur, AL","$49,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184518
"177,356 mi",Don Baskin Truck Sales LLC,"Covington, TN","$35,000",2006 INTERNATIONAL WORKSTAR 7600,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7600-2006/ee-listing-42150107
"474,311 mi",Ryder Systems Inc,"Minneapolis, MN","$33,995",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42179600
"206,376 mi",Don Baskin Truck Sales LLC,"Covington, TN","$45,000",2009 PETERBILT 340,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/340-2009/ee-listing-42150304
"277,037 mi",Penske Used Trucks,"Oklahoma City, OK","$56,750",2016 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42184469
"595,381 mi",Penske Used Trucks,"Florence, SC","$49,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184547
"397,080 mi",Don Baskin Truck Sales LLC,"Covington, TN","$80,000",2014 MACK GRANITE GU713,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/granitegu713-2014/ee-listing-42150619
"589,450 mi",Penske Used Trucks,"Asheville, NC","$63,000",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42184579
"335,133 mi",Penske Used Trucks,"Augusta, GA","$57,500",2017 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42184582
"504,963 mi",Penske Used Trucks,"East Chicago, IN","$45,500",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42184585
"472,722 mi",Penske Used Trucks,"Fort Worth, TX","$38,000",2015 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42174471
"399,592 mi",Penske Used Trucks,"Lincoln, NE","$72,000",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42175007
"654,472 mi",Don Baskin Truck Sales LLC,"Covington, TN","$60,000",2006 FREIGHTLINER COLUMBIA 120,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/columbia120-2006/ee-listing-42150073
"135,181 mi",Oakley Equipment,"Florence, AL","$119,995",2015 KENWORTH T800,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-2015/ee-listing-42177793
"657,097 mi",Ryder Systems Inc,"Knoxville, TN","$53,995",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42153628
"280,337 mi",Don Baskin Truck Sales LLC,"Covington, TN","$13,000",2012 INTERNATIONAL DURASTAR 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/durastar4300-2012/ee-listing-42150897
"287,970 mi",Ryder Systems Inc,"Springfield, MA","$43,995",2018 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2018/ee-listing-42121521
"361,140 mi",The House of Trucks,"Willowbrook, IL",Call For Price,2016 International ProStar,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2016/ee-listing-42103746
"685,478 mi",Trevs Trucks,"Kansas City, MO","$79,950",2020 VOLVO VNL64T860,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2020/ee-listing-42154116
"788,559 mi",Penske Used Trucks,"Flat Rock, MI","$40,500",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42179803
"418,016 mi",Ryder Systems Inc,"Bensalem, PA","$26,895",2015 Freightliner CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2015/ee-listing-42170042
"350,570 mi",Penske Used Trucks,"Ocala, FL","$53,750",2016 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42174667
"258,810 mi",Ryder Systems Inc,"Clarksville, IN","$71,826",2018 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2018/ee-listing-42164414
"585,458 mi",Penske Used Trucks,"Medley, FL","$35,750",2016 FREIGHTLINER X11342ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11342st-2016/ee-listing-42172434
"312,481 mi",Ryder Systems Inc,"Bensalem, PA","$41,995",2016 Navistar International 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2016/ee-listing-42154789
"258,638 mi",Penske Used Trucks,"Indianapolis, IN","$38,500",2015 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42174468
"482,139 mi",Penske Used Trucks,"San Antonio, TX","$48,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42177959
"326,971 mi",Penske Used Trucks,"Oklahoma City, OK","$117,000",2019 FREIGHTLINER CORONADO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/coronado-2019/ee-listing-42175193
"779,857 mi",Don Baskin Truck Sales LLC,"Covington, TN","$45,000",2016 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2016/ee-listing-42150378
"628,410 mi",Penske Used Trucks,"Las Vegas, NV","$63,500",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175185
"299,861 mi",Peach State Freightliner,"Jefferson, GA","$149,900",2021 FREIGHTLINER CASCADIA 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2021/ee-listing-42129464
"792,521 mi",Ryder Systems Inc,"Doraville, GA","$41,895",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178726
"643,749 mi",Penske Used Trucks,"Springfield, OH","$49,000",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172543
"455,968 mi",Penske Used Trucks,"San Antonio, TX","$53,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172240
"495,680 mi",Penske Used Trucks,"Kalamazoo, MI","$39,000",2016 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42165960
"577,899 mi",Penske Used Trucks,"Liverpool, NY","$39,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184529
"956,601 mi",Don Baskin Truck Sales LLC,"Covington, TN","$37,000",2016 VOLVO VNL64T670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2016/ee-listing-42150387
"677,865 mi",Ryder Systems Inc,"St. Rose, LA","$46,495",2018 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2018/ee-listing-42183465
"456,314 mi",Ryder Systems Inc,"Springfield, MA","$33,795",2015 Freightliner CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2015/ee-listing-42169744
"620,557 mi",Penske Used Trucks,"Arlington, TX","$65,250",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42183057
"515,077 mi",Ryder Systems Inc,"Warwick, RI","$48,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42170029
"375,167 mi",The House of Trucks,"Miami, FL","$104,977",2018 International LT625,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42103740
"452,382 mi",Ryder Systems Inc,"Springfield, MA","$43,495",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42178693
"461,022 mi",Penske Used Trucks,"Indianapolis, IN","$46,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172475
"276,256 mi",Penske Used Trucks,"Fitchburg, MA","$51,250",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42174791
"565,726 mi",Penske Used Trucks,"White Deer, PA","$44,500",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174703
